displacement/mm,force/kN,force/N
0.001,0.430597238,430.597238
0.002,0.530062725,530.062725
0.003,0.572871251,572.871251
0.004,0.635115962,635.115962
0.005,0.70588111,705.88111
0.006,0.716858976,716.858976
0.007,0.737082435,737.082435
0.008,0.829511644,829.511644
0.009,0.889680609,889.680609
0.01,1.010798337,1010.798337
0.011,1.011341037,1011.341037
0.012,1.058284685,1058.284685
0.013,1.20338094,1203.38094
0.014,1.225667182,1225.667182
0.015,1.328891611,1328.891611
0.016,1.452458801,1452.458801
0.017,1.553422864,1553.4228640000001
0.018,1.803899093,1803.899093
0.019,1.884958917,1884.9589170000002
0.02,1.933760546,1933.760546
0.021,2.004595415,2004.5954149999998
0.022,2.03136925,2031.36925
0.023,2.18209229,2182.09229
0.024,2.424288133,2424.288133
0.025,2.572656509,2572.6565090000004
0.026,2.723138956,2723.1389560000002
0.027,2.727516159,2727.516159
0.028,2.887142009,2887.142009
0.029,2.977663863,2977.663863
0.03,3.075824298,3075.824298
0.031,3.117445765,3117.445765
0.032,3.22840766,3228.40766
0.033,3.458311693,3458.311693
0.034,3.568644397,3568.644397
0.035,3.617203093,3617.203093
0.036,3.719011582,3719.0115819999996
0.037,3.763281039,3763.2810390000004
0.038,3.929622519,3929.622519
0.039,4.023499323,4023.4993230000005
0.04,4.136754321,4136.754320999999
0.041,4.241783221,4241.783221000001
0.042,4.279836247,4279.836247
0.043,4.461308184,4461.3081839999995
0.044,4.508279123,4508.279123
0.045,4.642817514,4642.817514
0.046,4.701046877,4701.046877
0.047,4.81317853,4813.17853
0.048,4.900466019,4900.4660189999995
0.049,4.978948011,4978.948011
0.05,5.013174008,5013.174008
0.051,5.089682734,5089.682734
0.052,5.111388316,5111.3883160000005
0.053,5.167351575,5167.351575
0.054,5.214579162,5214.579162
0.055,5.320050221,5320.0502209999995
0.056,5.514065758,5514.065758
0.057,5.628940157,5628.940157
0.058,5.792280458,5792.280457999999
0.059,5.799353504,5799.353504
0.06,5.881917508,5881.9175079999995
0.061,5.904703322,5904.703321999999
0.062,6.038579701,6038.579701
0.063,6.040940089,6040.940089000001
0.064,6.174125165,6174.125165
0.065,6.316944428,6316.944428
0.066,6.397525182,6397.525182
0.067,6.477287073,6477.287073
0.068,6.66018597,6660.1859699999995
0.069,6.665264471,6665.264471
0.07,6.906604677,6906.604676999999
0.071,6.908655699,6908.655699
0.072,6.910545011,6910.545011
0.073,7.01147853,7011.478529999999
0.074,7.053189412,7053.189412
0.075,7.24050976,7240.50976
0.076,7.276053472,7276.0534720000005
0.077,7.39889235,7398.89235
0.078,7.628035743,7628.0357429999995
0.079,7.637177156,7637.177156
0.08,7.704186245,7704.186245
0.081,7.804718197,7804.718197
0.082,7.856099912,7856.099912000001
0.083,8.002580116,8002.580116000001
0.084,8.145260353,8145.260353
0.085,8.164013439,8164.013438999999
0.086,8.353388205,8353.388205
0.087,8.428112077,8428.112077
0.088,8.514853342,8514.853342
0.089,8.597287557,8597.287557
0.09,8.644676329,8644.676329
0.091,8.75750336,8757.503359999999
0.092,8.79347773,8793.477729999999
0.093,8.833644425,8833.644424999999
0.094,8.937223637,8937.223637000001
0.095,8.988236753,8988.236753000001
0.096,9.096323263,9096.323263
0.097,9.16940434,9169.40434
0.098,9.281017617,9281.017617
0.099,9.336238943,9336.238943
0.1,9.463036772,9463.036772000001
0.101,9.561757311,9561.757311
0.102,9.57206473,9572.06473
0.103,9.661810353,9661.810353
0.104,9.74041482,9740.41482
0.105,9.822243745,9822.243745
0.106,9.889745537,9889.745536999999
0.107,9.955617359,9955.617359
0.108,9.958173091,9958.173091
0.109,10.04151501,10041.51501
0.11,10.1944684,10194.4684
0.111,10.22340216,10223.40216
0.112,10.32319483,10323.19483
0.113,10.37024002,10370.240020000001
0.114,10.4534974,10453.4974
0.115,10.55914363,10559.143629999999
0.116,10.61074179,10610.74179
0.117,10.64272251,10642.72251
0.118,10.75739102,10757.39102
0.119,10.75827007,10758.27007
0.12,10.85027693,10850.27693
0.121,10.86069716,10860.697160000002
0.122,10.9612242,10961.2242
0.123,10.9940746,10994.0746
0.124,10.99791733,10997.91733
0.125,11.11486431,11114.864309999999
0.126,11.12687337,11126.87337
