"displacement,mm","force,kN","force,N"
0.0,0.00322984,3.22984
0.0310005,1.1136400000000002,1113.64
0.0620038,2.24424,2244.24
0.0929936,3.4293400000000003,3429.34
0.124006,4.399850000000001,4399.85
0.155041,5.63424,5634.24
0.186012,6.66583,6665.83
0.216989,6.93557,6935.57
0.247965,7.1987,7198.7
0.278891,7.35673,7356.73
0.309816,7.52031,7520.31
0.340741,7.64151,7641.51
0.371666,7.75987,7759.87
0.402591,7.86763,7867.63
0.433516,7.965020000000001,7965.02
0.464441,8.043520000000001,8043.52
0.495366,8.12654,8126.54
0.526292,8.19371,8193.71
0.557217,8.25786,8257.86
0.588142,8.3186,8318.6
0.619184,8.37065,8370.65
0.650356,8.418180000000001,8418.18
0.681529,8.46049,8460.49
0.712706,8.499030000000001,8499.03
0.743878,8.53383,8533.83
0.775055,8.56456,8564.56
0.806228,8.591239999999999,8591.24
0.8374,8.61461,8614.61
0.868577,8.63584,8635.84
0.89975,8.65443,8654.43
0.930923,8.66967,8669.67
0.9621,8.683280000000002,8683.28
0.993272,8.69492,8694.92
1.02431,8.70431,8704.31
1.05528,8.71272,8712.72
1.08624,8.71912,8719.12
1.11721,8.7247,8724.7
1.14818,8.728940000000001,8728.94
1.17914,8.732059999999999,8732.06
1.21012,8.73443,8734.43
1.24108,8.735809999999999,8735.81
1.27205,8.73657,8736.57
1.30302,8.73661,8736.61
1.33398,8.736040000000001,8736.04
1.36495,8.734950000000001,8734.95
1.39592,8.73331,8733.31
1.42689,8.731190000000002,8731.19
1.45782,8.728700000000002,8728.7
1.48838,8.72578,8725.78
1.51893,8.722430000000001,8722.43
1.54949,8.71871,8718.71
1.58004,8.714620000000002,8714.62
1.61146,8.7101,8710.1
1.64303,8.70521,8705.21
1.6745,8.69993,8699.93
1.70564,8.69426,8694.26
1.73679,8.6883,8688.3
1.76794,8.68206,8682.06
1.79908,8.6755,8675.5
1.83023,8.668540000000002,8668.54
1.86137,8.66124,8661.24
1.89252,8.65366,8653.66
1.9234,8.645790000000002,8645.79
1.95412,8.63764,8637.64
1.98485,8.62916,8629.16
2.01556,8.62025,8620.25
2.04628,8.611030000000001,8611.03
2.077,8.60158,8601.58
2.10772,8.59184,8591.84
2.13862,8.581700000000001,8581.7
2.1704,8.570870000000001,8570.87
2.20218,8.559540000000002,8559.54
2.2338,8.54792,8547.92
2.2647,8.536010000000001,8536.01
2.29559,8.523620000000001,8523.62
2.32649,8.51083,8510.83
2.35738,8.497459999999998,8497.46
2.38828,8.483319999999999,8483.32
2.41918,8.46858,8468.58
2.45104,8.45261,8452.61
2.48304,8.43592,8435.92
2.51504,8.41873,8418.73
2.54704,8.40093,8400.93
2.57904,8.382530000000001,8382.53
2.61104,8.36347,8363.47
2.64304,8.34371,8343.71
2.67504,8.32314,8323.14
2.70704,8.301590000000001,8301.59
2.73904,8.27903,8279.03
2.77104,8.25548,8255.48
2.80304,8.230860000000002,8230.86
2.83504,8.20516,8205.16
2.86617,8.17857,8178.57
2.89725,8.15107,8151.07
2.92777,8.12261,8122.61
2.95794,8.09328,8093.28
2.98954,8.061069999999999,8061.07
3.02105,8.02725,8027.25
3.05213,7.99236,7992.36
3.08265,7.95612,7956.12
3.11275,7.91875,7918.75
