"displacement,mm","force,kN","force,N"
0.0,0.0031256499999999998,3.12565
0.0300013,1.07772,1077.72
0.0600055,2.17217,2172.17
0.0899964,3.3191300000000004,3319.13
0.120005,4.25807,4258.07
0.150013,5.364470000000001,5364.47
0.179965,5.850180000000001,5850.18
0.209917,6.38111,6381.11
0.23987,6.74171,6741.71
0.269788,7.11757,7117.57
0.299689,7.3548599999999995,7354.86
0.329585,7.577260000000001,7577.26
0.359486,7.75728,7757.28
0.389387,7.92208,7922.08
0.419288,8.07024,8070.24
0.449189,8.20668,8206.68
0.47909,8.334299999999999,8334.3
0.508991,8.43181,8431.81
0.538892,8.53935,8539.35
0.568793,8.62338,8623.38
0.598808,8.717649999999999,8717.65
0.628948,8.793330000000001,8793.33
0.659093,8.864600000000001,8864.6
0.689233,8.938229999999999,8938.23
0.719373,9.006860000000001,9006.86
0.749518,9.06898,9068.98
0.779658,9.12693,9126.93
0.809803,9.18216,9182.16
0.839943,9.23426,9234.26
0.870084,9.28346,9283.46
0.900228,9.32952,9329.52
0.930369,9.3726,9372.6
0.960509,9.41371,9413.71
0.990654,9.455110000000001,9455.11
1.02079,9.49543,9495.43
1.05093,9.53181,9531.81
1.08108,9.56498,9564.98
1.11122,9.59969,9599.69
1.14136,9.63216,9632.16
1.1715,9.66084,9660.84
1.20164,9.69177,9691.77
1.23179,9.71842,9718.42
1.26193,9.745600000000001,9745.6
1.29207,9.7709,9770.9
1.32222,9.79504,9795.04
1.35236,9.81854,9818.54
1.3825,9.840370000000002,9840.37
1.41264,9.86157,9861.57
1.44278,9.88209,9882.09
1.47293,9.90072,9900.72
1.50307,9.919690000000001,9919.69
1.53321,9.93659,9936.59
1.56335,9.95349,9953.49
1.59349,9.96945,9969.45
1.62363,9.98401,9984.01
1.65378,9.99851,9998.51
1.68381,10.012,10012.0
1.71355,10.0243,10024.3
1.74327,10.036299999999999,10036.3
1.773,10.0477,10047.7
1.80273,10.058,10058.0
1.83246,10.0676,10067.6
1.86219,10.076799999999999,10076.8
1.89192,10.0853,10085.3
1.92168,10.093,10093.0
1.95197,10.100200000000001,10100.2
1.98226,10.106700000000002,10106.7
2.01265,10.1127,10112.7
2.04268,10.118,10118.0
2.07255,10.1225,10122.5
2.10242,10.126299999999999,10126.3
2.13228,10.1294,10129.4
2.16215,10.1319,10131.9
2.19202,10.133600000000001,10133.6
2.22189,10.1347,10134.7
2.25175,10.135100000000001,10135.1
2.28162,10.1347,10134.7
2.31148,10.133600000000001,10133.6
2.34163,10.1317,10131.7
2.37162,10.1289,10128.9
2.40149,10.125399999999999,10125.4
2.43135,10.1211,10121.1
2.46122,10.116100000000001,10116.1
2.49109,10.110299999999999,10110.3
2.52095,10.103700000000002,10103.7
2.55082,10.0964,10096.4
2.58069,10.0882,10088.2
2.6098,10.0792,10079.2
2.63881,10.0694,10069.4
2.66783,10.0588,10058.8
2.69684,10.0473,10047.3
2.72586,10.035,10035.0
2.75487,10.021600000000001,10021.6
2.78388,10.0069,10006.9
2.8129,9.99091,9990.91
2.84191,9.97392,9973.92
2.87263,9.95494,9954.94
2.90371,9.934510000000001,9934.51
2.9348,9.91268,9912.68
2.96589,9.88954,9889.54
2.99697,9.86472,9864.72
