"displacement,mm","force,kN","force,N"
0.0,0.0031256499999999998,3.12565
0.0300013,1.07772,1077.72
0.0600055,2.17217,2172.17
0.0899964,3.3191300000000004,3319.13
0.120005,4.25807,4258.07
0.150013,5.41358,5413.58
0.179965,5.89178,5891.78
0.209917,6.39157,6391.57
0.23987,6.70471,6704.71
0.269814,6.9671,6967.1
0.299715,7.1516,7151.6
0.329612,7.32628,7326.28
0.359513,7.45905,7459.05
0.389414,7.57566,7575.66
0.419315,7.67291,7672.91
0.449216,7.756970000000001,7756.97
0.479117,7.8463199999999995,7846.32
0.509018,7.91061,7910.61
0.538919,7.98103,7981.03
0.56882,8.0427,8042.7
0.598834,8.0947,8094.7
0.628975,8.14418,8144.18
0.659119,8.19068,8190.68
0.68926,8.2345,8234.5
0.7194,8.2751,8275.1
0.749545,8.31282,8312.82
0.779685,8.34859,8348.59
0.80983,8.38203,8382.03
0.83997,8.411790000000002,8411.79
0.87011,8.43832,8438.32
0.900255,8.464860000000002,8464.86
0.930396,8.490440000000001,8490.44
0.960536,8.512,8512.0
0.990681,8.53373,8533.73
1.02082,8.55377,8553.77
1.05096,8.5716,8571.6
1.08111,8.589350000000001,8589.35
1.11125,8.60466,8604.66
1.14139,8.61973,8619.73
1.17153,8.63306,8633.06
1.20167,8.6455,8645.5
1.23182,8.657129999999999,8657.13
1.26196,8.66724,8667.24
1.2921,8.676860000000001,8676.86
1.32224,8.68529,8685.29
1.35238,8.692639999999999,8692.64
1.38221,8.69935,8699.35
1.41194,8.7051,8705.1
1.44167,8.7098,8709.8
1.4714,8.71372,8713.72
1.50113,8.71686,8716.86
1.53086,8.71914,8719.14
1.56106,8.72055,8720.55
1.59136,8.72103,8721.03
1.62165,8.72053,8720.53
1.65194,8.71909,8719.09
1.68223,8.71675,8716.75
1.71253,8.71353,8713.53
1.74282,8.70944,8709.44
1.77311,8.70443,8704.43
1.80341,8.698530000000002,8698.53
1.8337,8.69173,8691.73
1.864,8.68399,8683.99
1.89429,8.675379999999999,8675.38
1.92458,8.665790000000001,8665.79
1.95466,8.65525,8655.25
1.98453,8.64326,8643.26
2.0144,8.629959999999999,8629.96
2.04427,8.61583,8615.83
2.07413,8.60065,8600.65
2.104,8.58448,8584.48
2.13387,8.56714,8567.14
2.16373,8.5486,8548.6
2.1936,8.528799999999999,8528.8
2.22347,8.507700000000002,8507.7
2.25333,8.484879999999999,8484.88
2.2832,8.46046,8460.46
2.31306,8.43449,8434.49
2.34293,8.406870000000001,8406.87
2.3728,8.37765,8377.65
2.40266,8.34671,8346.71
2.43253,8.313930000000001,8313.93
2.4624,8.27928,8279.28
2.49226,8.242700000000001,8242.7
2.52213,8.20408,8204.08
2.552,8.16348,8163.48
2.58128,8.12095,8120.95
2.61168,8.074729999999999,8074.73
2.64195,8.02575,8025.75
2.67195,7.97507,7975.07
2.70121,7.9227799999999995,7922.78
2.73163,7.86566,7865.66
2.76194,7.80604,7806.04
2.79148,7.74503,7745.03
2.82116,7.68074,7680.74
2.85194,7.611479999999999,7611.48
2.88181,7.54087,7540.87
2.91107,7.4689499999999995,7468.95
2.94165,7.39166,7391.66
2.97192,7.31141,7311.41
3.00171,7.23067,7230.67
