"displacement,mm","force,kN","force,N"
0.0,0.0028344399999999997,2.83444
0.0109994,1.32212,1322.12
0.0219971,2.56764,2567.64
0.0329979,3.84633,3846.33
0.0440047,5.151590000000001,5151.59
0.0550032,6.34507,6345.07
0.0660014,7.436640000000001,7436.64
0.0769821,8.291540000000001,8291.54
0.0879612,8.95836,8958.36
0.0989404,9.68195,9681.95
0.109925,10.299100000000001,10299.1
0.120905,10.8556,10855.6
0.131884,11.3901,11390.1
0.142863,11.8267,11826.7
0.153852,12.2217,12221.7
0.164874,12.5573,12557.3
0.175893,12.885100000000001,12885.1
0.186913,13.1294,13129.4
0.197931,13.359200000000001,13359.2
0.208951,13.5111,13511.1
0.220015,13.607600000000001,13607.6
0.231094,13.6506,13650.6
0.242154,13.661,13661.0
0.253228,13.6609,13660.9
0.264231,13.656600000000001,13656.6
0.275235,13.649799999999999,13649.8
0.286238,13.6416,13641.6
0.297242,13.632100000000001,13632.1
0.308245,13.6216,13621.6
0.319248,13.6104,13610.4
0.330252,13.5983,13598.3
0.341255,13.585600000000001,13585.6
0.352259,13.5723,13572.3
0.363175,13.5584,13558.4
0.374066,13.5439,13543.9
0.384957,13.5288,13528.8
0.395941,13.513100000000001,13513.1
0.407028,13.4967,13496.7
0.418114,13.4798,13479.8
0.429199,13.4624,13462.4
0.440285,13.4445,13444.5
0.451289,13.426,13426.0
0.462261,13.4071,13407.1
0.473232,13.3877,13387.7
0.484203,13.367700000000001,13367.7
0.495176,13.347299999999999,13347.3
0.506146,13.3263,13326.3
0.517118,13.3048,13304.8
0.528089,13.2828,13282.8
0.539061,13.260200000000001,13260.2
0.550033,13.2371,13237.1
0.561003,13.2135,13213.5
0.571759,13.189200000000001,13189.2
0.582501,13.1645,13164.5
0.593245,13.139100000000001,13139.1
0.604294,13.1124,13112.4
0.615437,13.0848,13084.8
0.626576,13.0565,13056.5
0.637717,13.027600000000001,13027.6
0.648858,12.9979,12997.9
0.659998,12.967500000000001,12967.5
0.671139,12.9364,12936.4
0.682281,12.9045,12904.5
0.693421,12.8719,12871.9
0.704518,12.8385,12838.5
0.71542,12.804200000000002,12804.2
0.726325,12.7693,12769.3
0.737229,12.7334,12733.4
0.748132,12.6968,12696.8
0.759037,12.6592,12659.2
0.76994,12.620700000000001,12620.7
0.780843,12.581299999999999,12581.3
0.791748,12.5409,12540.9
0.802651,12.499600000000001,12499.6
0.813554,12.4574,12457.4
0.824459,12.414100000000001,12414.1
0.835625,12.368500000000001,12368.5
0.846703,12.3214,12321.4
0.857734,12.273700000000002,12273.7
0.868565,12.225299999999999,12225.3
0.879304,12.1763,12176.3
0.890254,12.1249,12124.9
0.901539,12.0704,12070.4
0.912734,12.0153,12015.3
0.923667,11.959200000000001,11959.2
0.934484,11.902600000000001,11902.6
0.945221,11.8451,11845.1
0.956567,11.782399999999999,11782.4
0.967704,11.719,11719.0
0.978757,11.655100000000001,11655.1
0.989525,11.5903,11590.3
1.00019,11.5249,11524.9
1.01128,11.4549,11454.9
1.0228,11.3814,11381.4
1.03383,11.3073,11307.3
1.04471,11.232600000000001,11232.6
1.05559,11.157399999999999,11157.4
1.06628,11.0818,11081.8
1.07727,11.0001,11000.1
1.08864,10.9151,10915.1
1.10002,10.8297,10829.7
