
                  X             Displacement          Force      

                0.                 0.                 2.74511    
              100.009E-06         14.0006E-03         2.45745E+03
              200.E-06            28.003E-03          4.65803E+03
              300.004E-06         42.005E-03          5.93889E+03
              400.008E-06         55.9994E-03         6.90276E+03
              500.004E-06         69.986E-03          7.72648E+03
              600.006E-06         84.0035E-03         8.4564E+03 
              700.008E-06         98.021E-03          9.04996E+03
              800.001E-06        112.037E-03          9.57022E+03
              900.003E-06        126.062E-03         10.006E+03  
                1.00001E-03      140.099E-03         10.3649E+03 
                1.1E-03          154.069E-03         10.6354E+03 
                1.2E-03          168.04E-03          10.8754E+03 
                1.30001E-03      182.012E-03         11.0579E+03 
                1.4E-03          195.982E-03         11.2065E+03 
                1.50001E-03      209.953E-03         11.3347E+03 
                1.6E-03          223.923E-03         11.4469E+03 
                1.70001E-03      237.894E-03         11.5475E+03 
                1.8E-03          251.839E-03         11.6386E+03 
                1.90001E-03      265.732E-03         11.72E+03   
                2.E-03           279.624E-03         11.7966E+03 
                2.10001E-03      293.517E-03         11.8705E+03 
                2.2E-03          307.409E-03         11.9388E+03 
                2.30001E-03      321.302E-03         12.0055E+03 
                2.4E-03          335.194E-03         12.0684E+03 
                2.50001E-03      349.087E-03         12.1291E+03 
                2.6E-03          362.98E-03          12.1878E+03 
                2.70001E-03      376.873E-03         12.2444E+03 
                2.8E-03          390.765E-03         12.2992E+03 
                2.9E-03          404.658E-03         12.3526E+03 
                3.00001E-03      418.552E-03         12.4045E+03 
                3.1E-03          432.443E-03         12.455E+03  
                3.20001E-03      446.337E-03         12.5043E+03 
                3.3E-03          460.228E-03         12.5525E+03 
                3.40001E-03      474.122E-03         12.5995E+03 
                3.5E-03          488.014E-03         12.6454E+03 
                3.60001E-03      501.965E-03         12.6904E+03 
                3.7E-03          516.013E-03         12.7345E+03 
                3.80001E-03      530.061E-03         12.7777E+03 
                3.9E-03          544.109E-03         12.82E+03   
                4.E-03           558.487E-03         12.8625E+03 
                4.10001E-03      572.888E-03         12.9044E+03 
                4.2E-03          587.288E-03         12.9455E+03 
                4.30001E-03      601.688E-03         12.9858E+03 
                4.4E-03          616.089E-03         13.0255E+03 
                4.5E-03          630.488E-03         13.0645E+03 
                4.60001E-03      644.889E-03         13.1028E+03 
                4.7E-03          659.287E-03         13.1406E+03 
                4.80001E-03      673.688E-03         13.1777E+03 
                4.9E-03          688.088E-03         13.2142E+03 
                5.00001E-03      702.488E-03         13.2503E+03 
                5.1E-03          716.888E-03         13.2857E+03 
                5.2E-03          731.288E-03         13.3207E+03 
                5.30001E-03      745.689E-03         13.3551E+03 
                5.4E-03          760.087E-03         13.3891E+03 
                5.50001E-03      774.489E-03         13.4226E+03 
                5.6E-03          788.888E-03         13.4556E+03 
                5.7E-03          803.287E-03         13.4882E+03 
                5.80001E-03      817.688E-03         13.5204E+03 
                5.9E-03          832.088E-03         13.5521E+03 
                6.00001E-03      846.489E-03         13.5834E+03 
                6.1E-03          860.888E-03         13.6144E+03 
                6.20001E-03      875.289E-03         13.6449E+03 
                6.3E-03          889.687E-03         13.675E+03  
                6.4E-03          904.088E-03         13.7048E+03 
                6.50001E-03      918.488E-03         13.7342E+03 
                6.6E-03          932.887E-03         13.7633E+03 
                6.70001E-03      947.289E-03         13.792E+03  
                6.8E-03          961.688E-03         13.8204E+03 
                6.9E-03          976.087E-03         13.8485E+03 
                7.00001E-03      990.488E-03         13.8763E+03 
                7.1E-03            1.00458           13.9037E+03 
                7.20001E-03        1.01866           13.9308E+03 
                7.3E-03            1.03274           13.9576E+03 
                7.40001E-03        1.04682           13.9841E+03 
                7.5E-03            1.0609            14.0103E+03 
                7.6E-03            1.07498           14.0363E+03 
                7.70001E-03        1.08906           14.0619E+03 
                7.8E-03            1.10314           14.0873E+03 
                7.90001E-03        1.11722           14.1123E+03 
                8.E-03             1.1313            14.1372E+03 
                8.1E-03            1.14538           14.1617E+03 
                8.20001E-03        1.15946           14.1861E+03 
                8.3E-03            1.17354           14.2102E+03 
                8.40001E-03        1.18762           14.234E+03  
                8.5E-03            1.2017            14.2576E+03 
                8.6E-03            1.21578           14.2809E+03 
                8.7E-03            1.22986           14.304E+03  
                8.8E-03            1.24394           14.3269E+03 
                8.90001E-03        1.25802           14.3495E+03 
                9.E-03             1.2721            14.3719E+03 
                9.10001E-03        1.28618           14.3941E+03 
                9.2E-03            1.30026           14.4161E+03 
                9.3E-03            1.31434           14.4379E+03 
                9.40001E-03        1.32842           14.4594E+03 
                9.5E-03            1.3425            14.4808E+03 
                9.60001E-03        1.35658           14.502E+03  
                9.7E-03            1.37066           14.523E+03  
                9.8E-03            1.38474           14.5437E+03 
                9.9E-03            1.39882           14.5643E+03 
               10.E-03             1.4129            14.5847E+03 




