
                  X             Displacement          Force      

                0.                 0.                 4.16753    
              100.007E-06         20.0011E-03         1.43707E+03
              200.006E-06         40.0051E-03         2.90051E+03
              300.006E-06         59.9947E-03         4.43098E+03
              400.007E-06         79.9874E-03         5.68307E+03
              500.008E-06         99.9767E-03         7.27963E+03
              600.008E-06        119.945E-03          8.61698E+03
              700.009E-06        139.913E-03         10.175E+03  
              800.01E-06         159.881E-03         11.5291E+03 
              900.011E-06        179.849E-03         12.9191E+03 
                1.00001E-03      199.818E-03         13.4831E+03 
                1.10001E-03      219.786E-03         13.7468E+03 
                1.20001E-03      239.754E-03         13.9224E+03 
                1.30001E-03      259.722E-03         14.0375E+03 
                1.4E-03          279.687E-03         14.1083E+03 
                1.5E-03          299.655E-03         14.1738E+03 
                1.6E-03          319.624E-03         14.2293E+03 
                1.7E-03          339.592E-03         14.2653E+03 
                1.8E-03          359.56E-03          14.299E+03  
                1.9E-03          379.528E-03         14.325E+03  
                2.E-03           399.572E-03         14.3546E+03 
                2.10001E-03      419.703E-03         14.3756E+03 
                2.20001E-03      439.831E-03         14.3967E+03 
                2.3E-03          459.958E-03         14.4151E+03 
                2.40001E-03      480.089E-03         14.4316E+03 
                2.50001E-03      500.217E-03         14.4475E+03 
                2.6E-03          520.444E-03         14.4615E+03 
                2.70001E-03      540.678E-03         14.474E+03  
                2.80001E-03      560.909E-03         14.4856E+03 
                2.9E-03          581.14E-03          14.4961E+03 
                3.00001E-03      601.374E-03         14.5055E+03 
                3.1E-03          621.605E-03         14.514E+03  
                3.20001E-03      641.84E-03          14.5215E+03 
                3.30001E-03      662.071E-03         14.5282E+03 
                3.4E-03          682.302E-03         14.534E+03  
                3.50001E-03      702.536E-03         14.539E+03  
                3.60001E-03      722.767E-03         14.5431E+03 
                3.7E-03          742.998E-03         14.5466E+03 
                3.80001E-03      763.233E-03         14.5493E+03 
                3.90001E-03      783.464E-03         14.5514E+03 
                4.E-03           803.695E-03         14.5527E+03 
                4.10001E-03      823.929E-03         14.5534E+03 
                4.2E-03          844.16E-03          14.5533E+03 
                4.30001E-03      864.395E-03         14.5527E+03 
                4.40001E-03      884.626E-03         14.5514E+03 
                4.5E-03          904.857E-03         14.5494E+03 
                4.60001E-03      925.057E-03         14.5468E+03 
                4.70001E-03      945.081E-03         14.5436E+03 
                4.8E-03          965.107E-03         14.5398E+03 
                4.90001E-03      985.134E-03         14.5354E+03 
                5.00001E-03        1.00513           14.5304E+03 
                5.1E-03            1.02495           14.5248E+03 
                5.20001E-03        1.04477           14.5186E+03 
                5.3E-03            1.06459           14.5118E+03 
                5.40001E-03        1.08441           14.5043E+03 
                5.50001E-03        1.10423           14.4963E+03 
                5.6E-03            1.12404           14.4877E+03 
                5.70001E-03        1.14392           14.4785E+03 
                5.80001E-03        1.1644            14.4679E+03 
                5.90001E-03        1.18463           14.4566E+03 
                6.E-03             1.20468           14.4445E+03 
                6.10001E-03        1.22474           14.4314E+03 
                6.20001E-03        1.24479           14.4176E+03 
                6.3E-03            1.26484           14.4032E+03 
                6.4E-03            1.28489           14.3881E+03 
                6.50001E-03        1.30495           14.3726E+03 
                6.60001E-03        1.325             14.3563E+03 
                6.7E-03            1.34505           14.3393E+03 
                6.80001E-03        1.36511           14.3216E+03 
                6.90001E-03        1.38493           14.3033E+03 
                7.E-03             1.40455           14.2841E+03 
                7.1E-03            1.42418           14.2642E+03 
                7.20001E-03        1.44381           14.2437E+03 
                7.30001E-03        1.46343           14.2224E+03 
                7.4E-03            1.48359           14.1997E+03 
                7.50001E-03        1.50389           14.1759E+03 
                7.60001E-03        1.5242            14.1512E+03 
                7.70001E-03        1.5445            14.1256E+03 
                7.80001E-03        1.5648            14.0991E+03 
                7.90001E-03        1.58451           14.0727E+03 
                8.E-03             1.60414           14.0453E+03 
                8.10001E-03        1.62357           14.017E+03  
                8.20001E-03        1.64277           13.9875E+03 
                8.3E-03            1.66197           13.957E+03  
                8.40001E-03        1.68193           13.9233E+03 
                8.5E-03            1.7025            13.8873E+03 
                8.60001E-03        1.72308           13.8502E+03 
                8.7E-03            1.74364           13.8119E+03 
                8.80001E-03        1.76422           13.7723E+03 
                8.90001E-03        1.78479           13.7313E+03 
                9.E-03             1.80536           13.6888E+03 
                9.10001E-03        1.82593           13.6444E+03 
                9.2E-03            1.8465            13.5983E+03 
                9.30001E-03        1.86707           13.5501E+03 
                9.40001E-03        1.88765           13.4994E+03 
                9.5E-03            1.90822           13.4467E+03 
                9.60001E-03        1.92868           13.3922E+03 
                9.7E-03            1.94879           13.3362E+03 
                9.80001E-03        1.96878           13.2785E+03 
                9.9E-03            1.98843           13.2196E+03 
               10.E-03             2.00816           13.1581E+03 




