"displacement,mm","force,kN","force,N"
0.0,0.00322984,3.22984
0.0310005,1.1136400000000002,1113.64
0.0620038,2.24424,2244.24
0.0929936,3.4293400000000003,3429.34
0.124006,4.399850000000001,4399.85
0.155041,5.63424,5634.24
0.186012,6.667590000000001,6667.59
0.216989,7.8626700000000005,7862.67
0.247923,8.91962,8919.62
0.278848,9.885250000000001,9885.25
0.309773,10.5354,10535.4
0.340699,11.1813,11181.3
0.371624,11.7232,11723.2
0.402549,12.0196,12019.6
0.433474,12.173,12173.0
0.464399,12.214500000000001,12214.5
0.495324,12.2051,12205.1
0.526249,12.184700000000001,12184.7
0.557174,12.1608,12160.8
0.588099,12.1347,12134.7
0.619141,12.1058,12105.8
0.650313,12.0743,12074.3
0.681486,12.0388,12038.8
0.712663,12.0014,12001.4
0.743836,11.9625,11962.5
0.775013,11.921700000000001,11921.7
0.806185,11.879100000000001,11879.1
0.837358,11.8345,11834.5
0.868535,11.7879,11787.9
0.899707,11.7391,11739.1
0.93088,11.6874,11687.4
0.962057,11.6334,11633.4
0.993229,11.5759,11575.9
1.02454,11.5157,11515.7
1.05593,11.4526,11452.6
1.08731,11.3854,11385.4
1.11869,11.315100000000001,11315.1
1.15007,11.2382,11238.2
1.18145,11.156799999999999,11156.8
1.21283,11.0685,11068.5
1.24381,10.9762,10976.2
1.27494,10.876100000000001,10876.1
1.30577,10.771799999999999,10771.8
1.33695,10.658299999999999,10658.3
1.36777,10.5404,10540.4
1.39897,10.4137,10413.7
1.42986,10.2813,10281.3
1.46089,10.1418,10141.8
1.49195,9.99539,9995.39
1.52279,9.844850000000001,9844.85
1.55397,9.68643,9686.43
1.58471,9.52584,9525.84
1.61596,9.35725,9357.25
1.64674,9.188540000000001,9188.54
1.67803,9.012860000000002,9012.86
1.70876,8.837940000000001,8837.94
1.74,8.659040000000001,8659.04
1.77064,8.48368,8483.68
1.80201,8.30476,8304.76
1.83271,8.13033,8130.33
1.864,7.9544,7954.4
1.89489,7.78206,7782.06
1.92586,7.61261,7612.61
1.95703,7.444640000000001,7444.64
1.98756,7.28569,7285.69
2.019,7.12739,7127.39
2.05029,6.97894,6978.94
2.0806,6.838,6838.0
2.11222,6.70021,6700.21
2.14304,6.57112,6571.12
2.17354,6.45,6450.0
2.20554,6.33057,6330.57
2.236,6.218850000000001,6218.85
2.2664,6.114470000000001,6114.47
2.29838,6.011340000000001,6011.34
2.3291,5.91439,5914.39
2.35982,5.82283,5822.83
2.39098,5.73471,5734.71
2.42206,5.6477200000000005,5647.72
2.45315,5.56587,5565.87
2.48423,5.48933,5489.33
2.51567,5.42146,5421.46
2.54768,5.354550000000001,5354.55
2.57967,5.28887,5288.87
2.61167,5.224,5224.0
2.64409,5.17242,5172.42
2.67532,5.1575299999999995,5157.53
2.70604,5.14678,5146.78
2.73676,5.14074,5140.74
2.76749,5.12583,5125.83
2.7982,5.09808,5098.08
2.82758,5.08534,5085.34
2.85574,5.06496,5064.96
2.8839,5.04525,5045.25
2.91207,5.02756,5027.56
2.94032,4.99799,4997.99
2.97552,4.97758,4977.58
3.01072,4.94099,4940.99
3.04476,4.916810000000001,4916.81
3.07676,4.88244,4882.44
3.10876,4.8586800000000006,4858.68
