"displacement,mm","force,kN","force,N"
0.0,0.00274511,2.74511
0.0140006,2.4625500000000002,2462.55
0.028003,4.90212,4902.12
0.0420048,7.528300000000001,7528.3
0.0559993,10.0199,10019.9
0.0699863,12.3659,12365.9
0.0840038,14.5268,14526.8
0.0980211,15.7965,15796.5
0.112037,16.761599999999998,16761.6
0.126061,17.554900000000004,17554.9
0.140097,18.2197,18219.7
0.154067,18.875799999999998,18875.8
0.168038,19.4436,19443.6
0.18201,19.9553,19955.3
0.19598,20.4213,20421.3
0.209951,20.8748,20874.8
0.223921,21.267,21267.0
0.237893,21.6288,21628.8
0.251841,21.9645,21964.5
0.265734,22.2733,22273.3
0.279626,22.557900000000004,22557.9
0.293519,22.801900000000003,22801.9
0.307411,23.038400000000003,23038.4
0.321304,23.2437,23243.7
0.335197,23.4266,23426.6
0.34909,23.5977,23597.7
0.362982,23.7486,23748.6
0.376875,23.879099999999998,23879.1
0.390768,23.9928,23992.8
0.404661,24.0916,24091.6
0.418554,24.1765,24176.5
0.432446,24.248099999999997,24248.1
0.446339,24.306900000000002,24306.9
0.460231,24.354,24354.0
0.474125,24.3902,24390.2
0.488017,24.416,24416.0
0.501976,24.4322,24432.2
0.516023,24.440099999999997,24440.1
0.530072,24.4408,24440.8
0.544121,24.434700000000003,24434.7
0.558498,24.422400000000003,24422.4
0.572899,24.404700000000002,24404.7
0.587299,24.3822,24382.2
0.6017,24.3556,24355.6
0.616099,24.325599999999998,24325.6
0.630498,24.2926,24292.6
0.644899,24.257,24257.0
0.659298,24.2189,24218.9
0.673699,24.1788,24178.8
0.688099,24.1368,24136.8
0.7025,24.0931,24093.1
0.7169,24.0476,24047.6
0.731299,24.0003,24000.3
0.7457,23.951700000000002,23951.7
0.760098,23.9021,23902.1
0.774499,23.8514,23851.4
0.788899,23.7998,23799.8
0.803196,23.7473,23747.3
0.817276,23.6938,23693.8
0.831356,23.639400000000002,23639.4
0.845436,23.5841,23584.1
0.859516,23.5281,23528.1
0.873596,23.4712,23471.2
0.887676,23.4135,23413.5
0.901756,23.3551,23355.1
0.915836,23.2958,23295.8
0.929916,23.2358,23235.8
0.943996,23.175,23175.0
0.958076,23.113599999999998,23113.6
0.972155,23.0512,23051.2
0.986236,22.9881,22988.1
1.00032,22.924200000000003,22924.2
1.0144,22.8595,22859.5
1.02848,22.7941,22794.1
1.04256,22.7279,22727.9
1.05664,22.6609,22660.9
1.07072,22.5932,22593.2
1.0848,22.524400000000004,22524.4
1.09888,22.455099999999998,22455.1
1.11296,22.3846,22384.6
1.12704,22.3135,22313.5
1.14111,22.2416,22241.6
1.1552,22.1691,22169.1
1.16927,22.0963,22096.3
1.18336,22.0226,22022.6
1.19744,21.9486,21948.6
1.21152,21.874,21874.0
1.2256,21.799,21799.0
1.23968,21.7235,21723.5
1.25376,21.6476,21647.6
1.26732,21.427200000000003,21427.2
1.28083,21.5667,21566.7
1.29434,21.4876,21487.6
1.30786,21.4238,21423.8
1.32137,21.3338,21333.8
1.33488,21.264400000000002,21264.4
1.34839,21.1986,21198.6
1.3627,21.117,21117.0
1.37786,21.037200000000002,21037.2
1.39226,20.9557,20955.7
1.40666,20.8657,20865.7
