"displacement,mm","force,kN","force,N"
0.0,0.0031256499999999998,3.12565
0.0300013,1.07772,1077.72
0.0600055,2.17217,2172.17
0.0899964,3.3191300000000004,3319.13
0.120005,4.25807,4258.07
0.150013,5.45277,5452.77
0.179965,6.09508,6095.08
0.209917,6.39086,6390.86
0.23987,6.623270000000001,6623.27
0.269856,6.7935,6793.5
0.29986,6.9024399999999995,6902.44
0.329859,6.99875,6998.75
0.359862,7.08452,7084.52
0.389865,7.15519,7155.19
0.419794,7.20706,7207.06
0.449695,7.26096,7260.96
0.479596,7.3055,7305.5
0.509497,7.34315,7343.15
0.539398,7.37728,7377.28
0.569299,7.40762,7407.62
0.599313,7.43529,7435.29
0.629453,7.46024,7460.24
0.659598,7.48211,7482.11
0.689738,7.500640000000001,7500.64
0.719879,7.51776,7517.76
0.750023,7.5338,7533.8
0.780164,7.54675,7546.75
0.810308,7.55861,7558.61
0.840449,7.5688,7568.8
0.870589,7.577380000000001,7577.38
0.900734,7.58469,7584.69
0.930874,7.59066,7590.66
0.961014,7.59519,7595.19
0.991159,7.5987100000000005,7598.71
1.0213,7.60067,7600.67
1.05144,7.60158,7601.58
1.08158,7.60134,7601.34
1.11172,7.59992,7599.92
1.14187,7.59745,7597.45
1.17201,7.593850000000001,7593.85
1.20215,7.58923,7589.23
1.23229,7.58351,7583.51
1.26244,7.57676,7576.76
1.29251,7.5689,7568.9
1.32225,7.55966,7559.66
1.35197,7.54916,7549.16
1.3817,7.5377,7537.7
1.41143,7.52515,7525.15
1.44116,7.5116000000000005,7511.6
1.47089,7.49697,7496.97
1.50062,7.481050000000001,7481.05
1.53035,7.4640200000000005,7464.02
1.56008,7.44562,7445.62
1.58981,7.4256,7425.6
1.61953,7.404170000000001,7404.17
1.64927,7.381310000000001,7381.31
1.67899,7.35709,7357.09
1.70872,7.33149,7331.49
1.73845,7.304340000000001,7304.34
1.76818,7.27564,7275.64
1.79791,7.24528,7245.28
1.82764,7.213220000000001,7213.22
1.85737,7.179430000000001,7179.43
1.8871,7.14391,7143.91
1.91719,7.10586,7105.86
1.94745,7.065720000000001,7065.72
1.97721,7.024229999999999,7024.23
2.0074,6.98004,6980.04
2.03729,6.934270000000001,6934.27
2.06746,6.88564,6885.64
2.0973,6.83516,6835.16
2.12737,6.78209,6782.09
2.15747,6.7266,6726.6
2.1871,6.66928,6669.28
2.21736,6.60852,6608.52
2.24739,6.5458300000000005,6545.83
2.27729,6.48022,6480.22
2.30732,6.4122200000000005,6412.22
2.33737,6.3421400000000006,6342.14
2.36757,6.26893,6268.93
2.39745,6.19499,6194.99
2.42655,6.12093,6120.93
2.45719,6.04084,6040.84
2.48791,5.95961,5959.61
2.51735,5.87883,5878.83
2.54645,5.79859,5798.59
2.57736,5.71147,5711.47
2.60787,5.62431,5624.31
2.63774,5.53842,5538.42
2.66663,5.4540299999999995,5454.03
2.6964,5.367319999999999,5367.32
2.72756,5.27633,5276.33
2.75796,5.18747,5187.47
2.78797,5.10059,5100.59
2.81677,5.01563,5015.63
2.84558,4.9325600000000005,4932.56
2.87653,4.84246,4842.46
2.90762,4.752260000000001,4752.26
2.93871,4.66412,4664.12
2.96824,4.57781,4577.81
2.9975,4.49439,4494.39
