"displacement,mm","force,kN","force,N"
0.0,0.00416753,4.16753
0.0200011,1.43707,1437.07
0.0400051,2.90051,2900.51
0.0599947,4.43098,4430.98
0.0799874,5.68307,5683.07
0.0999767,7.27963,7279.63
0.119945,8.61698,8616.98
0.139913,10.175,10175.0
0.159881,11.529100000000001,11529.1
0.179849,12.9938,12993.8
0.199818,14.4588,14458.8
0.219786,15.7551,15755.1
0.239754,17.140400000000003,17140.4
0.259722,17.7438,17743.8
0.279687,18.0531,18053.1
0.299655,18.2226,18222.6
0.319624,18.226,18226.0
0.339592,18.188299999999998,18188.3
0.35956,18.1436,18143.6
0.379528,18.0992,18099.2
0.399572,18.0546,18054.6
0.419703,18.008200000000002,18008.2
0.439831,17.955099999999998,17955.1
0.459958,17.8943,17894.3
0.480089,17.8289,17828.9
0.500217,17.7595,17759.5
0.520244,17.6904,17690.4
0.540272,17.6178,17617.8
0.560296,17.545900000000003,17545.9
0.580321,17.4674,17467.4
0.600349,17.3883,17388.3
0.620373,17.306,17306.0
0.640401,17.218,17218.0
0.660425,17.1279,17127.9
0.68045,17.031299999999998,17031.3
0.700478,16.9348,16934.8
0.720503,16.8321,16832.1
0.740528,16.730900000000002,16730.9
0.760555,16.624299999999998,16624.3
0.78058,16.515,16515.0
0.800604,16.4025,16402.5
0.820633,16.2865,16286.5
0.840657,16.1704,16170.4
0.860685,16.0478,16047.8
0.880709,15.924700000000001,15924.7
0.900734,15.7953,15795.3
0.920761,15.6644,15664.4
0.940787,15.5311,15531.1
0.960812,15.395299999999999,15395.3
0.980839,15.2578,15257.8
1.00081,12.1416,12141.6
1.02078,8.66746,8667.46
1.04075,13.3174,13317.4
1.06028,15.5803,15580.3
1.08047,14.4028,14402.8
1.10074,14.4411,14441.1
1.12061,14.1425,14142.5
1.14034,14.1492,14149.2
1.16053,13.986799999999999,13986.8
1.18056,13.899700000000001,13899.7
1.2006,13.741200000000001,13741.2
1.22047,13.5329,13532.9
1.23995,13.4328,13432.8
1.25943,13.2164,13216.4
1.27891,13.0763,13076.3
1.29839,12.831299999999999,12831.3
1.31786,12.6223,12622.3
1.33734,12.52,12520.0
1.35682,12.3785,12378.5
1.3763,12.2953,12295.3
1.39579,12.0444,12044.4
1.41528,11.9413,11941.3
1.43476,11.7515,11751.5
1.45425,11.6971,11697.1
1.47424,11.4933,11493.3
1.49435,11.4299,11429.9
1.51447,11.235,11235.0
1.53413,11.1105,11110.5
1.55397,10.9596,10959.6
1.57444,10.8474,10847.4
1.59481,10.7286,10728.6
1.61465,10.607899999999999,10607.9
1.63578,10.5304,10530.4
1.65711,10.336500000000001,10336.5
1.67843,10.237,10237.0
1.69922,10.1244,10124.4
1.71983,10.0667,10066.7
1.74043,9.94602,9946.02
1.76102,9.852770000000001,9852.77
1.78162,9.751149999999999,9751.15
1.80158,9.665280000000001,9665.28
1.82149,9.57997,9579.97
1.84139,9.48994,9489.94
1.8613,9.41933,9419.33
1.88068,9.314309999999999,9314.31
1.90094,9.25235,9252.35
1.92169,9.16256,9162.56
1.94224,9.12671,9126.71
1.96241,9.10778,9107.78
1.98249,9.102120000000001,9102.12
2.00202,9.09275,9092.75
