"strain,-","stress,MPa","stress,Pa"
0.0,1011.4945912275268,1011494591.2275268
0.002,1097.1328012924364,1097132801.2924364
0.004,1132.4371507899211,1132437150.789921
0.006,1155.3675187742922,1155367518.7742922
0.008,1172.4766946913962,1172476694.6913962
0.01,1186.1719370233207,1186171937.0233207
0.012,1197.6141781453712,1197614178.1453712
0.014,1207.4545512642806,1207454551.2642806
0.016,1216.0957416038607,1216095741.6038606
0.018,1223.8045389528654,1223804538.9528654
0.02,1230.7670072161309,1230767007.216131
0.022,1237.118179451991,1237118179.4519908
0.024,1242.95922042975,1242959220.42975
0.026,1248.3679186610957,1248367918.6610956
0.028,1253.4053990368984,1253405399.0368984
0.03,1258.1205822713976,1258120582.2713976
0.032,1262.5532429275293,1262553242.9275293
0.034,1266.7361640157856,1266736164.0157855
0.036,1270.696691035976,1270696691.0359762
0.038,1274.4578760196212,1274457876.0196211
0.04,1278.0393350592237,1278039335.0592237
0.042,1281.457901448506,1281457901.4485059
0.044,1284.7281303184666,1284728130.3184667
0.046,1287.8626935854334,1287862693.5854332
0.048,1290.8726926721577,1290872692.6721578
0.05,1293.767908754901,1293767908.7549012
0.052,1296.557004960675,1296557004.960675
0.054,1299.2476911932797,1299247691.1932797
0.056,1301.846859593929,1301846859.5939288
0.058,1304.3606967081942,1304360696.7081943
0.06,1306.7947770135559,1306794777.0135558
0.062,1309.1541414106582,1309154141.4106581
0.064,1311.4433634932645,1311443363.4932644
0.066,1313.6666058149951,1313666605.814995
0.068,1315.827667914537,1315827667.914537
0.07,1317.9300275089756,1317930027.5089757
0.072,1319.976875991085,1319976875.991085
0.074,1321.9711491517933,1321971149.1517932
0.076,1323.9155538795912,1323915553.8795912
0.078,1325.8125914539394,1325812591.4539394
0.08,1327.6645779419348,1327664577.9419348
0.082,1329.4736621207296,1329473662.1207297
0.084,1331.2418412779202,1331241841.2779202
0.086,1332.970975184924,1332970975.1849241
0.088,1334.662798491536,1334662798.4915361
0.09,1336.3189317513472,1336318931.7513473
0.092,1337.9408912558897,1337940891.2558897
0.094,1339.5300978289456,1339530097.8289456
0.096,1341.0878847104507,1341087884.7104506
0.098,1342.615504640975,1342615504.640975
0.1,1344.1141362422854,1344114136.2422855
0.102,1345.5848897764224,1345584889.7764225
0.104,1347.0288123546625,1347028812.3546624
0.106,1348.44689265835,1348446892.65835
0.108,1349.8400652255684,1349840065.2255685
0.11,1351.2092143507805,1351209214.3507805
0.112,1352.5551776386953,1352555177.6386952
0.114,1353.8787492485776,1353878749.2485776
0.116,1355.1806828608483,1355180682.8608482
0.118,1356.461694394079,1356461694.394079
0.12,1357.7224644972011,1357722464.4972012
0.122,1358.9636408389235,1358963640.8389235
0.124,1360.1858402138753,1360185840.2138753
0.126,1361.3896504828324,1361389650.4828324
0.128,1362.5756323624971,1362575632.362497
0.13,1363.7443210786366,1363744321.0786366
0.132,1364.896227894935,1364896227.894935
0.134,1366.031841528621,1366031841.528621
0.136,1367.1516294628088,1367151629.4628088
0.138,1368.2560391644747,1368256039.1644747
0.14,1369.3454992161164,1369345499.2161164
0.142,1370.4204203683398,1370420420.3683398
0.144,1371.4811965199292,1371481196.5199292
0.146,1372.528205631318,1372528205.631318
0.148,1373.5618105768356,1373561810.5768356
0.15,1374.5823599405878,1374582359.9405878
0.152,1375.590188760405,1375590188.760405
0.154,1376.5856192238682,1376585619.2238681
0.156,1377.568961320085,1377568961.320085
0.158,1378.540513450549,1378540513.4505491
0.16,1379.5005630021362,1379500563.0021362
0.162,1380.4493868850218,1380449386.8850217
0.164,1381.3872520380703,1381387252.0380702
0.166,1382.314415904034,1382314415.904034
0.168,1383.2311268767,1383231126.8767002
