displacement/mm,force/kN,force/N
0.0,0.0031256499999999998,3.12565
0.0300013,1.07772,1077.72
0.0600055,2.17217,2172.17
0.0899964,3.3191300000000004,3319.13
0.120005,4.25807,4258.07
0.150013,5.451300000000001,5451.3
0.179965,6.15586,6155.86
0.209917,6.57229,6572.29
0.23987,6.955970000000001,6955.97
0.269854,7.22298,7222.98
0.299755,7.43017,7430.17
0.329652,7.59691,7596.91
0.359553,7.73565,7735.65
0.389454,7.84724,7847.24
0.419355,7.94212,7942.12
0.449256,8.02135,8021.35
0.479157,8.10591,8105.91
0.509058,8.16611,8166.11
0.538959,8.2333,8233.3
0.56886,8.28732,8287.32
0.598875,8.33416,8334.16
0.629015,8.38065,8380.65
0.65916,8.42328,8423.28
0.6893,8.462040000000002,8462.04
0.71944,8.49759,8497.59
0.749585,8.53022,8530.22
0.779725,8.560889999999999,8560.89
0.80987,8.58967,8589.67
0.84001,8.61567,8615.67
0.870151,8.63817,8638.17
0.900295,8.65965,8659.65
0.930436,8.680700000000002,8680.7
0.960576,8.69825,8698.25
0.990721,8.715190000000002,8715.19
1.02086,8.73079,8730.79
1.051,8.74435,8744.35
1.08115,8.75735,8757.35
1.11129,8.76849,8768.49
1.14143,8.778799999999999,8778.8
1.17157,8.78791,8787.91
1.20171,8.79563,8795.63
1.23186,8.80265,8802.65
1.262,8.80826,8808.26
1.29182,8.81295,8812.95
1.32156,8.8167,8816.7
1.35128,8.81932,8819.32
1.38101,8.82091,8820.91
1.41074,8.82151,8821.51
1.44047,8.82103,8821.03
1.4702,8.81953,8819.53
1.49993,8.817110000000001,8817.11
1.52966,8.81373,8813.73
1.55939,8.80941,8809.41
1.58912,8.804110000000001,8804.11
1.61884,8.79785,8797.85
1.64862,8.79056,8790.56
1.67892,8.78209,8782.09
1.70921,8.77252,8772.52
1.7395,8.76183,8761.83
1.7698,8.74946,8749.46
1.80009,8.73586,8735.86
1.83038,8.72138,8721.38
1.86068,8.705770000000001,8705.77
1.89097,8.689020000000001,8689.02
1.92127,8.67099,8670.99
1.95156,8.65166,8651.66
1.98185,8.63104,8631.04
2.01211,8.6087,8608.7
2.04198,8.58459,8584.59
2.07184,8.558790000000002,8558.79
2.10171,8.531360000000001,8531.36
2.13158,8.50224,8502.24
2.16144,8.47141,8471.41
2.19131,8.43874,8438.74
2.22118,8.404219999999999,8404.22
2.25104,8.36756,8367.56
2.28091,8.32876,8328.76
2.31078,8.287840000000001,8287.84
2.34064,8.24492,8244.92
2.37029,8.200190000000001,8200.19
2.40002,8.15271,8152.71
2.43056,8.10139,8101.39
2.46073,8.04834,8048.34
2.49004,7.993609999999999,7993.61
2.52026,7.9347,7934.7
2.5507,7.872680000000001,7872.68
2.58024,7.80914,7809.14
2.60981,7.74289,7742.89
2.64068,7.671220000000001,7671.22
2.67054,7.59809,7598.09
2.69985,7.52388,7523.88
2.73036,7.44439,7444.39
2.76064,7.36181,7361.81
2.79043,7.27898,7278.98
2.81952,7.1958400000000005,7195.84
2.85032,7.10503,7105.03
2.88089,7.01378,7013.78
2.91033,6.922899999999999,6922.9
2.94001,6.82943,6829.43
2.97095,6.7312,6731.2
3.00082,6.63383,6633.83
