
                  X             Displacement          Force      

                0.                 0.                 3.22984    
              100.007E-06         31.0005E-03         1.11364E+03
              200.006E-06         62.0038E-03         2.24424E+03
              300.006E-06         92.9936E-03         3.42934E+03
              400.001E-06        124.006E-03          4.39985E+03
              500.014E-06        155.041E-03          5.58901E+03
              600.E-06           186.012E-03          5.8808E+03 
              700.001E-06        216.989E-03          6.11924E+03
              800.002E-06        247.965E-03          6.25158E+03
              900.003E-06        278.893E-03          6.34969E+03
                1.E-03           309.818E-03          6.41478E+03
                1.1E-03          340.743E-03          6.45678E+03
                1.2E-03          371.668E-03          6.47203E+03
                1.30001E-03      402.593E-03          6.47842E+03
                1.40001E-03      433.518E-03          6.47577E+03
                1.50001E-03      464.443E-03          6.46751E+03
                1.60001E-03      495.368E-03          6.45752E+03
                1.70001E-03      526.293E-03          6.44525E+03
                1.80001E-03      557.218E-03          6.43201E+03
                1.90001E-03      588.143E-03          6.41738E+03
                2.00001E-03      619.185E-03          6.4015E+03 
                2.10001E-03      650.358E-03          6.38465E+03
                2.2E-03          681.53E-03           6.36727E+03
                2.30001E-03      712.707E-03          6.34918E+03
                2.4E-03          743.88E-03           6.33023E+03
                2.50001E-03      775.057E-03          6.31038E+03
                2.60001E-03      806.23E-03           6.28985E+03
                2.7E-03          837.402E-03          6.26845E+03
                2.80001E-03      868.579E-03          6.24633E+03
                2.90001E-03      899.752E-03          6.22311E+03
                3.E-03           930.924E-03          6.19875E+03
                3.10001E-03      962.101E-03          6.17369E+03
                3.20001E-03      993.274E-03          6.14766E+03
                3.3E-03            1.02457            6.12037E+03
                3.40001E-03        1.05596            6.09207E+03
                3.5E-03            1.08734            6.06278E+03
                3.60001E-03        1.11872            6.03227E+03
                3.70001E-03        1.1501             6.00056E+03
                3.8E-03            1.18148            5.96773E+03
                3.90001E-03        1.21281            5.93378E+03
                4.00001E-03        1.24367            5.89895E+03
                4.1E-03            1.27481            5.86251E+03
                4.20001E-03        1.30571            5.82521E+03
                4.30001E-03        1.33678            5.78658E+03
                4.4E-03            1.36779            5.74645E+03
                4.50001E-03        1.39867            5.70491E+03
                4.60001E-03        1.42985            5.66142E+03
                4.70001E-03        1.4606             5.61686E+03
                4.80001E-03        1.49182            5.57029E+03
                4.9E-03            1.52274            5.52217E+03
                5.E-03             1.55373            5.47225E+03
                5.1E-03            1.58485            5.42054E+03
                5.2E-03            1.61565            5.36724E+03
                5.3E-03            1.64683            5.31153E+03
                5.4E-03            1.67761            5.25492E+03
                5.50001E-03        1.70888            5.19539E+03
                5.60001E-03        1.73955            5.13524E+03
                5.70001E-03        1.77086            5.07221E+03
                5.80001E-03        1.80158            5.00883E+03
                5.90001E-03        1.83288            4.94269E+03
                6.E-03             1.86372            4.87611E+03
                6.1E-03            1.89488            4.80755E+03
                6.20001E-03        1.9259             4.73832E+03
                6.30001E-03        1.95665            4.66894E+03
                6.4E-03            1.98797            4.59786E+03
                6.50001E-03        2.01843            4.52765E+03
                6.6E-03            2.04955            4.45557E+03
                6.7E-03            2.08097            4.3836E+03 
                6.80001E-03        2.11109            4.31319E+03
                6.90001E-03        2.14282            4.24055E+03
                7.E-03             2.17368            4.16913E+03
                7.1E-03            2.20408            4.09987E+03
                7.2E-03            2.23596            4.02923E+03
                7.3E-03            2.26668            3.95969E+03
                7.40001E-03        2.2974             3.89248E+03
                7.5E-03            2.32855            3.82586E+03
                7.6E-03            2.35964            3.75874E+03
                7.7E-03            2.39072            3.69389E+03
                7.8E-03            2.42179            3.632E+03  
                7.9E-03            2.45214            3.57156E+03
                8.E-03             2.48587            3.50969E+03
                8.10001E-03        2.51787            3.45199E+03
                8.2E-03            2.54838            3.39833E+03
                8.3E-03            2.57825            3.34709E+03
                8.4E-03            2.60811            3.29728E+03
                8.5E-03            2.63798            3.24963E+03
                8.6E-03            2.66785            3.20375E+03
                8.7E-03            2.69771            3.15994E+03
                8.8E-03            2.72758            3.11809E+03
                8.9E-03            2.75785            3.07959E+03
                9.E-03             2.78857            3.04634E+03
                9.1E-03            2.82085            3.02228E+03
                9.2E-03            2.85605            3.00462E+03
                9.3E-03            2.88977            2.99374E+03
                9.4E-03            2.92177            2.97911E+03
                9.5E-03            2.95377            2.96356E+03
                9.6E-03            2.98577            2.95089E+03
                9.7E-03            3.01777            2.93759E+03
                9.8E-03            3.04977            2.92148E+03
                9.9E-03            3.08177            2.90548E+03
               10.E-03             3.11377            2.88702E+03




